policy_id,contract_id,loss_date,loss_amount,attachment_point,limit,exposure
P4965,C001,2016-01-29,14012.84,100000,500000,0.91
P4966,C002,2015-08-16,20111.95,200000,1000000,0.84
P4967,C001,2022-08-26,25423.08,100000,500000,1.18
P4968,C001,2016-12-02,15363.07,100000,500000,1.15
P4969,C001,2016-12-10,34442.45,100000,500000,1.16
P4970,C002,2014-05-16,17574.28,200000,1000000,0.94
P4971,C001,2022-01-03,21047.51,100000,500000,1.09
P4972,C001,2017-07-28,23522.18,100000,500000,1.02
P4973,C002,2022-03-28,154274.94,200000,1000000,0.91
P4974,C001,2018-06-05,21363.98,100000,500000,0.85
P4975,C001,2019-04-07,11667.46,100000,500000,0.95
P4976,C002,2015-01-01,16872.6,200000,1000000,1.08
P4977,C001,2023-03-29,28979.17,100000,500000,1.04
P4978,C001,2013-02-28,114134.31,100000,500000,0.88
P4979,C002,2022-09-16,19919.15,200000,1000000,0.82
P4980,C001,2017-09-09,35061.61,100000,500000,0.92
P4981,C001,2022-04-15,17959.8,100000,500000,0.88
P4982,C002,2015-10-29,23466.35,200000,1000000,1.07
P4983,C002,2022-05-09,13553.71,200000,1000000,1.2
P4984,C002,2014-07-16,40537.9,200000,1000000,0.89
P4985,C001,2023-07-28,30452.51,100000,500000,1.18
P4986,C002,2020-06-18,21648.27,200000,1000000,0.84
P4987,C001,2015-03-24,17617.14,100000,500000,0.97
P4988,C001,2017-07-19,24133.52,100000,500000,0.97
P4989,C002,2017-05-08,18817.83,200000,1000000,0.97
P4990,C001,2018-02-25,27539.51,100000,500000,0.97
P4991,C002,2019-10-18,12407.72,200000,1000000,1.05
P4992,C002,2015-01-10,28163.11,200000,1000000,0.88
P4993,C002,2018-10-28,25923.4,200000,1000000,1.03
P4994,C001,2023-07-13,15677.45,100000,500000,0.89
P4995,C001,2017-05-05,46539.14,100000,500000,1.03
P4996,C002,2019-01-05,25372.58,200000,1000000,0.81
P4997,C002,2022-02-08,26436.35,200000,1000000,0.85
P4998,C001,2015-03-20,26951.64,100000,500000,1.1
P4999,C002,2017-08-18,22832.2,200000,1000000,0.92
P5000,C001,2020-08-18,25990.36,100000,500000,1.08
P5001,C002,2015-10-26,275155.46,200000,1000000,0.82
P5002,C002,2021-01-22,18342.92,200000,1000000,0.88
P5003,C001,2013-10-31,11253.92,100000,500000,1.06
P5004,C002,2020-08-21,20507.75,200000,1000000,0.86
P5005,C002,2021-08-05,23095.35,200000,1000000,1.18
P5006,C002,2014-08-14,22067.88,200000,1000000,1.03
P5007,C002,2021-10-07,19068.67,200000,1000000,0.99
P5008,C001,2018-12-25,38443.11,100000,500000,0.82
P5009,C002,2015-02-05,16541.72,200000,1000000,1.05
P5010,C001,2018-07-04,23284.66,100000,500000,1.06
P5011,C001,2013-10-19,23345.19,100000,500000,0.9
P5012,C002,2017-12-11,22203.64,200000,1000000,1.04
P5013,C001,2018-03-31,37513.62,100000,500000,0.91
P5014,C001,2016-11-09,31506.32,100000,500000,0.96
P5015,C001,2023-02-23,10233.88,100000,500000,1.09
P5016,C002,2013-05-16,21907.5,200000,1000000,1.05
P5017,C001,2016-07-21,31491.32,100000,500000,1.01
P5018,C001,2022-01-27,14329.37,100000,500000,0.9
P5019,C002,2023-02-26,75631.25,200000,1000000,0.94
P5020,C002,2018-04-15,32472.36,200000,1000000,0.88
P5021,C002,2013-07-31,21667.45,200000,1000000,0.88
P5022,C002,2013-11-02,26201.27,200000,1000000,0.87
P5023,C002,2020-01-09,31913.96,200000,1000000,0.99
P5024,C002,2020-07-23,29079.66,200000,1000000,0.94
P5025,C002,2018-05-04,19648.55,200000,1000000,0.94
P5026,C001,2021-12-07,20770.07,100000,500000,0.87
P5027,C001,2020-04-15,32288.02,100000,500000,1.08
P5028,C001,2015-05-11,14315.66,100000,500000,1.18
P5029,C001,2021-04-26,24518.7,100000,500000,0.95
P5030,C002,2015-04-28,21176.65,200000,1000000,0.93
P5031,C002,2017-04-07,124205.41,200000,1000000,1.0
P5032,C001,2019-07-29,23129.69,100000,500000,0.84
P5033,C001,2021-10-20,26695.92,100000,500000,0.93
P5034,C002,2015-02-19,21818.42,200000,1000000,0.91
P5035,C001,2017-02-17,17496.28,100000,500000,0.81
P5036,C001,2014-09-07,27429.0,100000,500000,0.99
P5037,C001,2020-11-30,32863.74,100000,500000,1.02
P5038,C002,2020-08-26,15872.43,200000,1000000,0.86
P5039,C001,2019-09-10,22668.42,100000,500000,1.11
P5040,C002,2013-05-02,13094.22,200000,1000000,1.09
P5041,C002,2017-03-17,15535.23,200000,1000000,1.16
P5042,C002,2023-02-18,8500.12,200000,1000000,1.13
P5043,C001,2020-01-25,17379.71,100000,500000,0.84
P5044,C002,2022-01-09,19124.66,200000,1000000,1.15
P5045,C002,2018-02-14,12000.73,200000,1000000,1.05
P5046,C002,2023-01-10,103816.96,200000,1000000,0.81
P5047,C002,2018-03-15,283776.72,200000,1000000,1.18
P5048,C001,2017-04-03,14404.94,100000,500000,0.81
P5049,C002,2019-03-29,13372.2,200000,1000000,0.99
P5050,C001,2023-09-05,23092.58,100000,500000,1.18
P5051,C002,2021-04-09,14385.08,200000,1000000,0.87
P5052,C001,2013-04-05,29275.45,100000,500000,1.11
P5053,C001,2020-06-04,24078.06,100000,500000,0.84
P5054,C002,2017-07-17,29147.45,200000,1000000,1.1
P5055,C002,2015-06-09,26993.75,200000,1000000,1.01
P5056,C001,2017-05-29,25557.43,100000,500000,0.89
P5057,C001,2018-02-27,16860.37,100000,500000,0.86
P5058,C002,2020-12-15,28649.17,200000,1000000,0.91
P5059,C002,2023-03-06,30517.35,200000,1000000,1.05
P5060,C001,2014-07-08,20544.75,100000,500000,0.88
P5061,C002,2015-09-28,17918.52,200000,1000000,0.95
P5062,C002,2013-09-13,26212.41,200000,1000000,1.15
P5063,C002,2023-03-17,32550.2,200000,1000000,1.16
P5064,C001,2017-09-18,17921.06,100000,500000,1.01
P5065,C001,2020-12-01,40317.31,100000,500000,1.06
P5066,C001,2015-08-13,18669.67,100000,500000,1.12
P5067,C002,2019-01-10,23473.99,200000,1000000,1.15
P5068,C001,2023-01-28,14389.58,100000,500000,1.01
P5069,C001,2020-02-11,25950.83,100000,500000,0.97
P5070,C002,2022-01-07,18531.67,200000,1000000,1.05
P5071,C001,2013-03-21,27308.98,100000,500000,0.95
P5072,C002,2017-09-26,14479.14,200000,1000000,1.0
P5073,C002,2019-09-10,40064.88,200000,1000000,0.9
P5074,C002,2017-12-24,18576.98,200000,1000000,1.18
P5075,C002,2020-10-24,17507.53,200000,1000000,1.03
P5076,C002,2017-09-04,21837.06,200000,1000000,0.83
P5077,C001,2023-09-27,36435.25,100000,500000,0.8
P5078,C002,2013-08-06,22319.28,200000,1000000,1.01
P5079,C002,2014-01-22,130406.81,200000,1000000,1.06
P5080,C002,2017-12-21,131550.58,200000,1000000,1.15
P5081,C002,2014-08-26,19610.8,200000,1000000,0.88
P5082,C001,2014-04-24,28256.33,100000,500000,1.01
P5083,C002,2021-01-20,18777.56,200000,1000000,0.8
P5084,C001,2023-01-13,23048.72,100000,500000,1.04
P5085,C002,2017-05-17,19567.83,200000,1000000,1.05
P5086,C001,2014-05-13,46928.21,100000,500000,1.13
P5087,C002,2017-02-01,18296.09,200000,1000000,0.98
P5088,C001,2019-08-25,24567.96,100000,500000,0.98
P5089,C002,2014-06-03,44358.77,200000,1000000,1.18
P5090,C001,2018-04-05,199051.02,100000,500000,1.05
P5091,C001,2023-01-02,23529.4,100000,500000,1.08
P5092,C002,2014-03-20,18262.56,200000,1000000,1.15
P5093,C001,2020-02-15,27586.53,100000,500000,1.05
P5094,C002,2015-07-27,24860.39,200000,1000000,1.09
P5095,C001,2015-05-28,25022.22,100000,500000,0.89
P5096,C001,2020-09-26,17696.95,100000,500000,1.16
P5097,C002,2013-11-25,176492.42,200000,1000000,0.85
P5098,C002,2022-01-29,27969.35,200000,1000000,0.98
P5099,C001,2020-05-26,24896.16,100000,500000,0.83
P5100,C001,2017-10-16,47550.11,100000,500000,0.84
P5101,C001,2016-06-23,24760.43,100000,500000,1.13
P5102,C001,2014-12-27,27308.81,100000,500000,1.12
P5103,C001,2015-04-10,18205.86,100000,500000,1.11
P5104,C001,2017-03-17,18208.25,100000,500000,0.82
P5105,C001,2014-09-07,18279.22,100000,500000,1.02
P5106,C001,2018-03-01,22114.84,100000,500000,0.94
P5107,C002,2019-01-20,22539.35,200000,1000000,1.02
P5108,C002,2018-10-07,21551.19,200000,1000000,0.84
P5109,C001,2017-09-03,33713.67,100000,500000,1.12
P5110,C001,2017-05-03,103899.96,100000,500000,1.07
P5111,C001,2017-05-11,26296.81,100000,500000,1.13
P5112,C001,2016-10-18,46666.39,100000,500000,1.09
P5113,C002,2015-11-17,14539.53,200000,1000000,0.86
P5114,C001,2015-08-01,21241.15,100000,500000,0.96
P5115,C001,2017-03-17,19838.12,100000,500000,0.97
P5116,C002,2015-10-12,298595.4,200000,1000000,1.13
P5117,C002,2023-01-18,22294.23,200000,1000000,1.11
P5118,C001,2015-04-12,21453.11,100000,500000,1.11
P5119,C002,2019-05-25,138196.53,200000,1000000,1.11
P5120,C002,2015-05-09,11535.12,200000,1000000,1.05
P5121,C002,2013-09-29,12050.89,200000,1000000,1.19
P5122,C001,2022-02-26,17755.95,100000,500000,0.88
P5123,C002,2013-03-30,17905.64,200000,1000000,1.06
P5124,C002,2016-10-09,31607.87,200000,1000000,1.17
P5125,C001,2023-05-14,18051.21,100000,500000,0.99
P5126,C001,2016-12-05,36324.98,100000,500000,0.96
P5127,C002,2013-11-07,27278.75,200000,1000000,1.02
P5128,C002,2020-01-01,193251.99,200000,1000000,0.98
P5129,C001,2015-03-21,188021.32,100000,500000,1.18
P5130,C001,2017-12-30,17335.76,100000,500000,1.03
P5131,C001,2015-01-22,27613.29,100000,500000,1.11
P5132,C002,2015-11-11,28625.52,200000,1000000,1.16
P5133,C001,2023-06-09,289588.06,100000,500000,0.91
P5134,C001,2018-01-01,26145.38,100000,500000,0.84
P5135,C002,2015-11-05,22552.86,200000,1000000,1.18
P5136,C002,2017-01-21,12980.24,200000,1000000,1.03
P5137,C001,2013-10-07,15042.5,100000,500000,0.84
P5138,C002,2014-07-23,31479.3,200000,1000000,1.02
P5139,C002,2013-04-21,38069.65,200000,1000000,1.07
P5140,C001,2022-07-07,25720.73,100000,500000,0.99
P5141,C002,2016-10-01,15195.89,200000,1000000,1.13
P5142,C001,2021-04-28,25579.48,100000,500000,0.82
P5143,C001,2021-12-26,22691.53,100000,500000,1.02
P5144,C002,2023-07-19,18342.03,200000,1000000,0.98
P5145,C002,2020-05-30,22091.77,200000,1000000,1.05
P5146,C002,2013-11-06,29982.72,200000,1000000,0.98
P5147,C002,2020-09-09,38662.54,200000,1000000,1.15
P5148,C001,2014-05-05,21695.89,100000,500000,0.9
P5149,C002,2014-12-31,21198.02,200000,1000000,1.02
P5150,C002,2020-08-25,187760.38,200000,1000000,1.13
P5151,C001,2018-02-26,171019.42,100000,500000,0.83
P5152,C001,2019-12-21,73176.2,100000,500000,0.86
P5153,C002,2013-09-05,13363.14,200000,1000000,0.88
P5154,C001,2015-12-24,28449.41,100000,500000,0.91
P5155,C002,2016-02-09,38976.14,200000,1000000,0.96
P5156,C002,2023-07-23,24514.59,200000,1000000,1.05
P5157,C001,2020-01-01,25225.91,100000,500000,0.8
P5158,C001,2017-12-08,23457.26,100000,500000,0.87
P5159,C001,2020-01-06,25502.0,100000,500000,0.92
P5160,C002,2014-06-26,21582.35,200000,1000000,1.0
P5161,C002,2020-12-15,28457.94,200000,1000000,1.17
P5162,C001,2019-01-28,22957.64,100000,500000,0.9
P5163,C002,2013-03-12,17385.62,200000,1000000,0.83
P5164,C001,2015-04-25,98151.98,100000,500000,0.92
P5165,C001,2022-04-07,21448.25,100000,500000,0.98
P5166,C002,2018-01-24,37034.63,200000,1000000,1.17
P5167,C001,2016-08-05,14167.71,100000,500000,1.13
P5168,C002,2017-01-07,84132.35,200000,1000000,0.99
P5169,C001,2018-10-15,17737.56,100000,500000,0.97
P5170,C001,2013-02-07,27001.7,100000,500000,0.82
P5171,C001,2021-11-05,36890.61,100000,500000,1.05
P5172,C001,2015-11-08,125644.31,100000,500000,0.93
P5173,C001,2021-05-24,49360.56,100000,500000,0.93
P5174,C002,2018-10-06,17600.81,200000,1000000,0.93
P5175,C001,2022-11-06,15243.81,100000,500000,1.12
P5176,C001,2021-08-01,19170.76,100000,500000,0.99
P5177,C002,2017-03-14,20193.57,200000,1000000,1.13
P5178,C002,2021-02-03,11482.83,200000,1000000,0.99
P5179,C001,2021-02-11,15812.76,100000,500000,0.94
P5180,C002,2021-11-03,18352.69,200000,1000000,0.95
P5181,C001,2021-11-16,388030.02,100000,500000,0.93
P5182,C002,2020-04-22,24511.01,200000,1000000,1.18
P5183,C001,2014-09-28,29928.52,100000,500000,1.01
P5184,C001,2013-12-14,38069.01,100000,500000,0.92
P5185,C002,2017-09-24,39928.6,200000,1000000,0.83
P5186,C002,2019-08-14,27624.48,200000,1000000,0.96
P5187,C001,2023-04-18,22113.3,100000,500000,0.84
P5188,C002,2014-12-08,28258.33,200000,1000000,1.16
P5189,C002,2018-04-20,30067.53,200000,1000000,1.05
P5190,C002,2020-12-16,23803.31,200000,1000000,1.1
P5191,C001,2022-05-27,36371.58,100000,500000,0.81
P5192,C002,2015-04-04,26924.34,200000,1000000,1.04
P5193,C002,2016-02-25,29508.12,200000,1000000,0.85
P5194,C001,2015-06-13,20632.27,100000,500000,0.84
P5195,C001,2021-03-14,17964.69,100000,500000,0.82
P5196,C002,2016-07-19,27883.24,200000,1000000,0.88
P5197,C002,2020-10-18,18774.31,200000,1000000,1.1
P5198,C001,2017-06-24,16018.02,100000,500000,1.05
P5199,C001,2022-01-31,16468.57,100000,500000,0.81
P5200,C002,2022-10-14,32369.65,200000,1000000,1.1
P5201,C002,2014-06-02,31873.41,200000,1000000,1.08
P5202,C002,2022-07-04,17256.23,200000,1000000,1.02
P5203,C002,2013-01-03,25586.55,200000,1000000,1.08
P5204,C002,2016-10-07,20425.67,200000,1000000,0.82
P5205,C001,2013-10-10,26645.74,100000,500000,0.94
P5206,C002,2013-06-02,43428.31,200000,1000000,0.87
P5207,C001,2023-11-29,22825.35,100000,500000,0.95
P5208,C001,2018-11-09,22722.58,100000,500000,0.82
P5209,C001,2023-07-26,23133.82,100000,500000,0.97
P5210,C001,2016-11-25,32504.6,100000,500000,0.89
P5211,C002,2015-08-14,28325.25,200000,1000000,0.93
P5212,C001,2018-04-02,39294.41,100000,500000,0.84
P5213,C001,2017-02-17,14182.76,100000,500000,0.95
P5214,C002,2023-02-03,17763.1,200000,1000000,1.13
P5215,C002,2015-11-06,162209.95,200000,1000000,1.12
P5216,C001,2017-05-17,21871.78,100000,500000,0.84
P5217,C002,2018-11-15,26174.85,200000,1000000,0.98
P5218,C002,2020-04-29,47571.94,200000,1000000,1.17
P5219,C001,2016-01-01,15392.69,100000,500000,1.18
P5220,C001,2016-02-08,24516.59,100000,500000,1.1
P5221,C001,2019-12-25,27633.33,100000,500000,1.03
P5222,C001,2021-07-07,25202.97,100000,500000,0.86
P5223,C001,2017-06-27,24336.61,100000,500000,0.93
P5224,C001,2017-12-22,111409.5,100000,500000,0.84
P5225,C001,2017-04-15,30694.57,100000,500000,1.15
P5226,C001,2019-03-22,32465.78,100000,500000,1.07
P5227,C002,2022-01-28,15162.08,200000,1000000,0.88
P5228,C001,2018-06-09,26328.94,100000,500000,1.17
P5229,C002,2022-08-11,23745.32,200000,1000000,1.0
P5230,C002,2015-05-21,17214.58,200000,1000000,1.01
P5231,C002,2019-12-02,15142.38,200000,1000000,0.85
P5232,C002,2021-12-19,24902.85,200000,1000000,0.98
P5233,C002,2014-10-25,19162.23,200000,1000000,0.85
P5234,C002,2022-11-27,11908.81,200000,1000000,1.16
P5235,C001,2018-12-14,188768.6,100000,500000,0.92
P5236,C002,2015-05-17,22217.81,200000,1000000,0.92
P5237,C001,2021-12-19,15893.07,100000,500000,0.88
P5238,C002,2018-08-02,30801.55,200000,1000000,1.07
P5239,C002,2013-01-15,20890.59,200000,1000000,1.06
P5240,C001,2018-03-05,15212.49,100000,500000,1.02
P5241,C001,2016-03-09,15306.75,100000,500000,0.86
P5242,C001,2014-05-05,22241.0,100000,500000,1.02
P5243,C002,2018-01-02,14458.82,200000,1000000,1.08
P5244,C001,2016-07-27,13695.04,100000,500000,0.97
P5245,C001,2018-09-28,13424.06,100000,500000,1.15
P5246,C001,2014-06-19,18890.24,100000,500000,1.05
P5247,C002,2016-06-10,19763.96,200000,1000000,0.84
P5248,C002,2016-04-18,23437.71,200000,1000000,0.87
P5249,C002,2020-07-31,21058.09,200000,1000000,0.91
P5250,C002,2018-11-09,20260.44,200000,1000000,1.06
P5251,C001,2023-07-08,17187.41,100000,500000,0.99
P5252,C001,2023-07-22,21873.6,100000,500000,1.04
P5253,C001,2016-02-10,43731.45,100000,500000,1.09
P5254,C002,2016-11-24,16533.82,200000,1000000,0.86
P5255,C002,2013-06-27,29904.78,200000,1000000,1.17
P5256,C001,2017-09-07,33649.76,100000,500000,0.93
P5257,C001,2013-05-11,23490.08,100000,500000,1.13
P5258,C002,2019-06-01,36606.0,200000,1000000,0.92
P5259,C001,2015-07-27,25456.41,100000,500000,1.11
P5260,C002,2015-02-03,23912.98,200000,1000000,1.03
P5261,C002,2016-10-31,18746.6,200000,1000000,1.17
P5262,C002,2014-08-28,17957.0,200000,1000000,0.88
P5263,C002,2017-08-07,19199.39,200000,1000000,0.98
P5264,C002,2019-02-03,23872.0,200000,1000000,1.07
P5265,C002,2018-07-24,27238.53,200000,1000000,0.97
P5266,C001,2017-01-10,30857.57,100000,500000,0.88
P5267,C001,2020-03-02,15340.88,100000,500000,0.87
P5268,C001,2017-06-29,10116.61,100000,500000,0.83
P5269,C001,2018-11-23,17354.06,100000,500000,1.17
P5270,C002,2023-07-21,16404.64,200000,1000000,0.95
P5271,C002,2020-09-04,36555.56,200000,1000000,0.99
P5272,C002,2019-10-30,28577.73,200000,1000000,1.11
P5273,C002,2023-01-12,24759.0,200000,1000000,0.91
P5274,C001,2023-11-26,34996.58,100000,500000,0.94
P5275,C001,2022-02-20,20953.49,100000,500000,0.96
P5276,C001,2023-07-11,24243.58,100000,500000,1.18
P5277,C002,2017-11-10,39996.76,200000,1000000,0.85
P5278,C002,2023-07-30,10640.77,200000,1000000,0.95
P5279,C001,2021-04-03,15775.01,100000,500000,1.17
P5280,C002,2019-07-21,15766.04,200000,1000000,0.91
P5281,C001,2023-03-03,14602.96,100000,500000,1.14
P5282,C001,2022-06-14,20901.35,100000,500000,0.97
P5283,C001,2015-07-30,12862.13,100000,500000,0.88
P5284,C002,2023-12-02,25008.59,200000,1000000,1.03
P5285,C001,2013-12-28,215797.13,100000,500000,0.97
P5286,C002,2017-05-31,84201.87,200000,1000000,1.15
P5287,C002,2013-12-25,12774.27,200000,1000000,1.17
P5288,C002,2021-03-14,57038.07,200000,1000000,0.92
P5289,C002,2019-06-14,22743.14,200000,1000000,0.85
P5290,C002,2020-04-26,28605.28,200000,1000000,1.01
P5291,C002,2020-04-12,20966.09,200000,1000000,0.96
P5292,C002,2013-08-31,19776.66,200000,1000000,1.0
P5293,C001,2020-10-03,22980.95,100000,500000,0.99
P5294,C002,2019-03-21,16167.06,200000,1000000,0.85
P5295,C002,2018-05-12,15405.16,200000,1000000,1.15
P5296,C002,2015-11-16,28105.02,200000,1000000,0.82
P5297,C001,2021-05-02,33789.5,100000,500000,1.08
P5298,C002,2015-02-04,213882.59,200000,1000000,0.8
P5299,C002,2021-03-28,19932.95,200000,1000000,1.08
P5300,C001,2020-03-21,29130.78,100000,500000,0.98
P5301,C002,2022-01-04,22379.86,200000,1000000,1.01
P5302,C002,2018-06-12,21065.68,200000,1000000,1.15
P5303,C002,2017-08-31,26847.38,200000,1000000,1.14
P5304,C001,2019-10-02,23711.12,100000,500000,0.93
P5305,C001,2016-07-07,99572.87,100000,500000,0.98
P5306,C001,2022-01-03,15411.43,100000,500000,1.13
P5307,C002,2021-03-22,19724.2,200000,1000000,0.82
P5308,C002,2015-12-05,36970.29,200000,1000000,1.2
P5309,C001,2018-01-26,19415.95,100000,500000,1.11
P5310,C002,2017-03-29,35801.26,200000,1000000,0.9
P5311,C002,2021-10-09,10231.18,200000,1000000,0.98
P5312,C002,2022-02-06,19971.51,200000,1000000,1.17
P5313,C002,2023-10-10,30468.96,200000,1000000,0.88
P5314,C002,2018-07-10,24713.45,200000,1000000,1.08
P5315,C001,2017-01-18,31912.84,100000,500000,1.17
P5316,C002,2018-05-11,21336.39,200000,1000000,1.18
P5317,C002,2017-06-06,14774.19,200000,1000000,1.05
P5318,C001,2023-09-26,46062.79,100000,500000,0.94
P5319,C002,2016-06-06,23848.99,200000,1000000,0.84
P5320,C002,2018-02-19,27625.29,200000,1000000,0.96
P5321,C001,2013-09-09,32390.05,100000,500000,0.8
P5322,C001,2023-07-23,18722.41,100000,500000,0.94
P5323,C001,2015-03-15,23389.8,100000,500000,1.19
P5324,C001,2014-10-31,20776.75,100000,500000,0.96
P5325,C001,2023-07-30,24805.43,100000,500000,0.89
P5326,C002,2019-10-28,20629.23,200000,1000000,1.14
P5327,C001,2014-09-18,16802.9,100000,500000,0.84
P5328,C002,2018-09-25,29736.0,200000,1000000,0.87
P5329,C002,2013-03-06,14314.15,200000,1000000,0.86
P5330,C001,2014-02-21,13626.54,100000,500000,1.14
P5331,C001,2020-01-08,20020.65,100000,500000,0.82
P5332,C001,2022-02-04,26986.99,100000,500000,0.96
P5333,C002,2015-02-16,23047.47,200000,1000000,1.06
P5334,C002,2018-01-14,23794.84,200000,1000000,1.17
P5335,C002,2019-03-29,25767.47,200000,1000000,1.19
P5336,C002,2019-04-14,195086.23,200000,1000000,0.86
P5337,C002,2018-10-30,22443.52,200000,1000000,1.13
P5338,C002,2013-07-16,17520.59,200000,1000000,0.88
P5339,C002,2015-07-16,142899.28,200000,1000000,1.05
P5340,C002,2015-02-11,34504.99,200000,1000000,1.09
P5341,C001,2018-10-30,17926.04,100000,500000,0.93
P5342,C001,2017-03-07,21865.91,100000,500000,1.1
P5343,C002,2016-03-15,22512.56,200000,1000000,0.88
P5344,C001,2020-12-05,30148.85,100000,500000,1.12
P5345,C002,2019-05-27,25375.72,200000,1000000,0.9
P5346,C001,2018-11-07,21789.79,100000,500000,1.13
P5347,C001,2023-09-01,16550.9,100000,500000,1.06
P5348,C001,2020-01-23,168375.72,100000,500000,1.04
P5349,C002,2021-10-10,21392.13,200000,1000000,0.86
P5350,C001,2018-04-04,13657.85,100000,500000,1.08
P5351,C001,2016-02-17,15755.18,100000,500000,0.93
P5352,C001,2015-09-10,15622.91,100000,500000,1.01
P5353,C002,2021-06-23,22156.39,200000,1000000,0.84
P5354,C002,2015-12-05,12900.34,200000,1000000,0.96
P5355,C001,2016-12-03,24325.64,100000,500000,1.16
P5356,C002,2018-01-19,18955.84,200000,1000000,1.07
P5357,C002,2016-10-05,35627.07,200000,1000000,1.0
P5358,C002,2013-04-08,85251.52,200000,1000000,1.01
P5359,C001,2021-12-28,19147.4,100000,500000,1.07
P5360,C001,2021-12-28,23878.77,100000,500000,0.88
P5361,C001,2017-01-10,32234.82,100000,500000,0.98
P5362,C001,2015-03-27,19136.71,100000,500000,0.93
P5363,C002,2021-03-10,20500.63,200000,1000000,0.9
P5364,C002,2021-09-19,25098.99,200000,1000000,0.94
P5365,C002,2018-12-08,30290.82,200000,1000000,1.08
P5366,C001,2019-11-05,16770.64,100000,500000,1.18
P5367,C001,2014-06-17,15446.1,100000,500000,1.13
P5368,C002,2013-07-10,11036.76,200000,1000000,0.93
P5369,C002,2018-12-14,16932.38,200000,1000000,1.2
P5370,C001,2013-09-13,253057.92,100000,500000,1.11
P5371,C001,2020-09-28,23436.33,100000,500000,0.89
P5372,C002,2023-06-02,27140.68,200000,1000000,1.16
P5373,C002,2022-01-01,18684.48,200000,1000000,1.09
P5374,C002,2022-07-31,22141.96,200000,1000000,0.92
P5375,C002,2021-02-28,222806.95,200000,1000000,0.84
P5376,C002,2023-10-25,45125.74,200000,1000000,0.98
P5377,C002,2021-09-08,15207.24,200000,1000000,0.86
P5378,C001,2023-11-06,21232.46,100000,500000,0.9
P5379,C001,2015-10-03,23160.06,100000,500000,1.06
P5380,C001,2014-02-09,161049.27,100000,500000,0.88
P5381,C002,2020-12-03,17932.83,200000,1000000,1.14
P5382,C001,2019-05-02,24729.37,100000,500000,1.18
P5383,C002,2015-02-05,17525.85,200000,1000000,0.89
P5384,C001,2023-06-21,16483.11,100000,500000,0.83
P5385,C001,2013-12-11,13014.26,100000,500000,0.97
P5386,C002,2020-02-15,27118.94,200000,1000000,1.0
P5387,C001,2013-07-08,17818.21,100000,500000,0.95
P5388,C002,2015-10-13,29497.07,200000,1000000,0.85
P5389,C001,2023-11-18,17719.48,100000,500000,1.13
P5390,C001,2015-07-05,15296.94,100000,500000,1.02
P5391,C002,2017-01-20,38358.36,200000,1000000,1.17
P5392,C001,2020-01-26,55228.28,100000,500000,0.83
P5393,C002,2018-05-14,43904.21,200000,1000000,0.92
P5394,C002,2015-05-25,22813.04,200000,1000000,1.18
P5395,C002,2017-09-22,28089.71,200000,1000000,1.15
P5396,C002,2023-10-02,21794.33,200000,1000000,1.13
P5397,C001,2018-04-28,21378.4,100000,500000,0.83
P5398,C001,2016-04-01,36068.19,100000,500000,1.06
P5399,C002,2016-01-06,22979.14,200000,1000000,1.14
P5400,C001,2018-05-07,141243.14,100000,500000,0.98
P5401,C001,2015-10-05,22821.66,100000,500000,0.94
P5402,C001,2017-11-04,40911.99,100000,500000,1.11
P5403,C002,2017-08-09,27336.51,200000,1000000,0.8
P5404,C001,2020-01-22,12181.44,100000,500000,0.99
P5405,C001,2013-10-27,29332.93,100000,500000,1.09
P5406,C001,2019-01-28,15622.83,100000,500000,1.07
P5407,C002,2020-01-01,39080.06,200000,1000000,0.81
P5408,C002,2022-05-04,126325.01,200000,1000000,1.16
P5409,C001,2022-12-24,31323.69,100000,500000,1.19
P5410,C001,2014-07-06,15984.77,100000,500000,1.11
P5411,C001,2022-03-07,19857.95,100000,500000,1.17
P5412,C002,2015-06-13,24052.46,200000,1000000,0.88
P5413,C001,2017-05-03,133327.15,100000,500000,1.05
P5414,C001,2017-01-31,41589.5,100000,500000,0.95
P5415,C002,2017-07-10,128263.97,200000,1000000,0.89
P5416,C001,2023-07-10,37493.57,100000,500000,1.2
P5417,C002,2021-09-18,29858.65,200000,1000000,0.99
P5418,C002,2016-03-08,26791.5,200000,1000000,0.98
P5419,C001,2018-12-09,143403.67,100000,500000,1.05
P5420,C002,2022-03-07,41869.17,200000,1000000,1.01
P5421,C001,2019-08-26,12853.94,100000,500000,1.16
P5422,C002,2023-04-30,38292.03,200000,1000000,1.08
P5423,C002,2016-10-17,18723.8,200000,1000000,1.1
P5424,C002,2015-01-28,21657.44,200000,1000000,0.83
P5425,C001,2023-01-12,18951.95,100000,500000,1.15
P5426,C001,2014-12-20,31627.96,100000,500000,1.03
P5427,C001,2015-04-18,18718.89,100000,500000,0.94
P5428,C002,2021-11-23,14609.98,200000,1000000,0.88
P5429,C001,2022-10-26,21711.21,100000,500000,0.82
P5430,C002,2023-10-15,27566.7,200000,1000000,0.91
P5431,C002,2021-04-12,29272.58,200000,1000000,0.85
P5432,C001,2021-08-28,18649.7,100000,500000,0.9
P5433,C001,2013-12-20,19221.28,100000,500000,1.1
P5434,C002,2014-12-30,18991.04,200000,1000000,0.82
P5435,C002,2013-06-23,29304.15,200000,1000000,0.91
P5436,C001,2020-05-30,21452.66,100000,500000,0.8
P5437,C001,2013-06-26,11209.38,100000,500000,1.12
